title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,director,type
The Present,(II) (2020),TV-MA,24 min,"Short, Drama",7.6,"On his wedding anniversary, Yusef and his young daughter set out in the West Bank to buy his wife a gift. Between soldiers, segregated roads and checkpoints, how easy would it be to go shopping?","['Farah Nabulsi', '| ', '    Stars:', 'Saleh Bakri, ', 'Maryam Kanj, ', 'Mariam Basha, ', 'Ameer Khlawe']","3,225","United Kingdom,",s1193,Farah Nabulsi,Movie
Baggio: The Divine Ponytail,(2021),TV-MA,91 min,"Biography, Drama, Sport",6.1,"Biographical film about Italian footballer Roberto Baggio, a man who inspired entire generations to play football. A unique footballer, capable of thrilling fans all over the world.","['Letizia Lamartire', '| ', '    Stars:', 'Andrea Arcangeli, ', 'Valentina Bellè, ', 'Thomas Trabacchi, ', 'Andrea Pennacchi']","4,529",Italy,s841,Letizia Lamartire,Movie
Darc,(2018),TV-MA,97 min,"Action, Crime, Thriller",5.8,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.","['Julius R. Nasso', '| ', '    Stars:', 'Tony Schiena, ', 'Armand Assante, ', 'Kippei Shîna, ', 'Shô Ikushima']","4,541",United States,s4889,Julius R. Nasso,Movie
Little Boxes,(2016),Not Rated,84 min,"Comedy, Drama",5.9,"An interracial family struggles to adjust when they move from New York City to a small, predominately white town in Washington State.","['Rob Meyer', '| ', '    Stars:', 'Melanie Lynskey, ', 'Nelsan Ellis, ', 'Armani Jackson, ', 'Oona Laurence']","2,046",United States,s5454,Rob Meyer,Movie
Trixie Mattel: Moving Parts,(2019),TV-MA,91 min,Documentary,7.3,Trixie charmed audiences and judges as winner of RuPaul's Drag Race All Stars. But the grind of performing and the pressure of the title proves that heavy is the head that wears the tiara.,"['Nicholas Zeig-Owens', '| ', '    Stars:', 'Trixie Mattel, ', 'Benjamin Putnam, ', 'Caldwell Tidicue, ', 'Jaymes Mansfield']","2,028",United States,s8632,Nicholas Zeig-Owens,Movie
My Perfect Romance,(2018 TV Movie),PG,91 min,Romance,4.6,"Robinson Tech is launching a new dating service, but when its CEO, Wes Robinson and tech developer, Vivian Blair are challenged on Live TV to test the service themselves, the algorithm shows some interesting results.","['Justin G. Dyck', '| ', '    Stars:', 'Lauren Holly, ', 'Jodie Sweetin, ', 'Morgan Fairchild, ', 'Christopher Russell']","3,096",Canada,s4892,Justin G. Dyck,Movie
Detention,(2020– ),TV-MA,50 min,"Drama, Horror, Mystery",6.3,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.,"['Lee Ling-Wei, ', 'Guan-Zhi Huang, ', 'Chun-Yao Yao, ', 'Kwang-hoon Na']",534,Taiwan,s1588,"Su I-Hsuan, Chuang Shiang-an, Liu Yi",TV Show
The House Arrest of Us,(2020–2021),TV-PG,1 Season,"Comedy, Romance",5.5,A couple decides to make their engagement official by honoring tradition when a pandemic forces them and their families to quarantine under one roof.,"['Kathryn Bernardo, ', 'Daniel Padilla, ', 'Herbert Bautista, ', 'Ruffa Gutierrez']",124,Philippines,s1361,Richard Arellano,TV Show
The Idhun Chronicles,(2020–2021),TV-14,25 min,"Animation, Action, Adventure",5.4,"The day the three Suns and three Moons came together in alignment over Idhun, Ashran, the necromancer, seized power and the reign of the winged snakes started.","['Itzan Escamilla, ', 'Michelle Jenner, ', 'Sergio Mur, ', 'Nico Romero']",585,Spain,s1433,Maite Ruiz De Austri,TV Show
The Journey Is the Destination,(2016),R,123 min,Drama,6.3,"Photographer Dan Eldon, was only 22 when he was killed by an angry mob in Somalia. He left behind 17 scrapbooks that held his art, chronicling his life from age 14. His work, seen in Time and Newsweek, showed only part of his talent.","['Bronwen Hughes', '| ', '    Stars:', 'Ben Schnetzer, ', 'Kelly Macdonald, ', 'Sam Hazeldine, ', 'Ella Purnell']",646,United States,s5182,Bronwen Hughes,Movie
Phobia 2,(2009),TV-MA,125 min,"Comedy, Fantasy, Horror",6.6,Phobia 2 is composed of five short movie segments directed by five of the best directors of Thai horror films. A teenager who committed a crime goes to a sacred place for meditation and ...                See full summary »,"['Banjong Pisanthanakun, ', 'Visute Poolvoralaks, ', 'Paween Purijitpanya, ', 'Songyos Sugmakanan, ', 'Parkpoom Wongpoom', '| ', '    Stars:', 'Jirayu La-ongmanee, ', 'Ray MacDonald, ', 'Chumphorn Thepphithak, ', 'Apasiri Nitibhon']","2,627",Thailand,s7738,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks",Movie
Bert Kreischer: The Machine,(2016 TV Special),TV-MA,70 min,Comedy,7.6,"Stand-up comedy special featuring inimitable storyteller Bert Kreisher, who expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.","['Ryan Polito', '| ', '    Star:', 'Bert Kreischer']","1,606",United States,s4084,Ryan Polito,Movie
Under Arrest,(1993– ),TV-MA,8 Seasons,Crime,7.4,A Reality RCMP (Royals Canadian Mounted Police) Canadian Series (in vehicles not horses) in pursuit of criminal activity.,[],308,United States,s5055,Dan Forrer,TV Show
Shepherds and Butchers,(2016),R,102 min,"Crime, Drama, Mystery",6.8,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,"['Oliver Schmitz', '| ', '    Stars:', 'Steve Coogan, ', 'Andrea Riseborough, ', 'Garion Dowds, ', 'Eduan van Jaarsveldt']","3,388","South Africa, United States, Germany",s5517,Oliver Schmitz,Movie
Suzzana: Buried Alive,(2018),TV-MA,125 min,"Drama, Horror, Thriller",5.5,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.","['Rocky Soraya, ', 'Anggy Umbara', '| ', '    Stars:', 'Luna Maya, ', 'Herjunot Ali, ', 'T. Rifnu Wikana, ', 'Verdi Solaiman']",948,Indonesia,s3949,"Rocky Soraya, Anggy Umbara",Movie
Monty Python: The Meaning of Live,(2014 TV Movie),Not Rated,90 min,Documentary,7.6,"Uniquely intimate documentary following the stars of Monty Python as they reunite for a final time to stage a marathon ten shows of Monty Python Live (mostly) - One Down Five to Go at The O2, London in July 2014.","['Roger Graef, ', 'James Rogan', '| ', '    Stars:', 'Eric Idle, ', 'Terry Gilliam, ', 'John Cleese, ', 'Michael Palin']",618,United Kingdom,s4549,"Roger Graef, James Rogan",Movie
Mama's Boy,(2018),TV-14,102 min,Comedy,6.1,A mobster has a heart transplant from a young man's mother.,"['Amr Salah', '| ', '    Stars:', 'Hesham Maged, ', 'Shikoo, ', 'Dalal Abdulaziz, ', 'Noor Kadri']","1,105",Egypt,s2248,Amro Salah,Movie
Citation,(2020),TV-MA,151 min,"Drama, Thriller",6.1,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,"['Kunle Afolayan', '| ', '    Stars:', 'Jimmy Jean-Louis, ', 'Ini Edo, ', 'Temi Otedola, ', 'Joke Silva']",981,Nigeria,s1726,Kunle Afolayan,Movie
X: Past Is Present,(2015),TV-MA,105 min,"Drama, Mystery, Romance",5.2,A filmmaker with a mid-life crisis meets a mysterious young girl who reminds of every woman in his past.,"['Hemant Gaba, ', 'Pratim D. Gupta, ', 'Sudhish Kamath, ', 'Nalan Kumarasamy, ', 'Anu Menon, ', 'Sandeep Mohan, ', 'Qaushiq Mukherjee, ', 'Rajshree Ojha, ', 'Raja Sen, ', 'Abhinav Shiv Tiwari, ', 'Suparn Varma', '| ', '    Stars:', 'Rajat Kapoor, ', 'Radhika Apte, ', 'Bidita Bag, ', 'Piaa Bajpai']",715,India,s5838,"Hemant Gaba, Pratim D. Gupta, Sudhish Kamath, Nalan Kumarasamy, Anu Menon, Sandeep Mohan, Qaushiq Mukherjee, Rajshree Ojha, Raja Sen, Abhinav Shiv Tiwari, Suparn Verma",Movie
The Larva Island Movie,(2020),TV-Y7,89 min,"Animation, Adventure, Comedy",5.1,"In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow","['Byoung-Wook Ahn', '| ', '    Stars:', 'Hong Bum-ki, ', 'Kang Shi Hyun, ', 'Eddy Lee']",668,South Korea,s2216,Ahn Byoung-wook,Movie
Rajma Chawal,(2018),TV-MA,117 min,"Comedy, Drama, Family",5.7,An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.,"['Leena Yadav', '| ', '    Stars:', 'Amyra Dastur, ', 'Rishi Kapoor, ', 'Sheeba Chaddha, ', 'Mukesh Chhabra']","1,884",India,s4359,Leena Yadav,Movie
Deuces,(2016),TV-MA,87 min,"Action, Crime, Drama",5.8,An undercover agent infiltrates a crime ring run by a charismatic boss.,"['Jamal Hill', '| ', '    Stars:', 'Larenz Tate, ', 'Meagan Good, ', 'Rotimi, ', 'Rick Gonzalez']","1,020",United States,s5545,Jamal Hill,Movie
Mostly Sunny,(2016),TV-MA,83 min,Documentary,5.4,"Mostly Sunny is a documentary that tells the remarkable story of Sunny Leone, the Canadian-born, American-bred adult film star who is pursuing her dreams of Bollywood stardom.","['Dilip Mehta', '| ', '    Stars:', 'Sunny Leone, ', 'Daniel Weber, ', 'Sundeep Vohra, ', 'Kiran Bedi']",759,Canada,s5507,Dilip Mehta,Movie
Bhangra Paa Le,(2020),TV-14,131 min,"Comedy, Drama, Music",6.2,"Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.","['Sneha Taurani', '| ', '    Stars:', 'Sunny Kaushal, ', 'Rukshar Dhillon, ', 'Shriya Pilgaonkar, ', 'Parmeet Sethi']",372,India,s2857,Sneha Taurani,Movie
Thriller,(2018),TV-MA,87 min,"Crime, Drama, Horror",3.6,A childhood prank comes back to haunt a clique of South Central Los Angeles teens when their victim returns home during their high-school Homecoming weekend.,"['Dallas Jackson', '| ', '    Stars:', 'Jessica Allain, ', 'Luke Tennie, ', 'Mitchell Edwards, ', 'Paige Hurd']","1,223",United States,s3920,Dallas Jackson,Movie
Milestone,(2020),TV-14,98 min,Drama,6.6,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.","['Ivan Ayr', '| ', '    Stars:', 'Mohinder Gujral, ', 'Pavitra Mattoo, ', 'Lakshvir Saran, ', 'Suvinder Vicky']",654,India,s910,Ivan Ayr,Movie
Ungli,(2014),Not Rated,114 min,"Crime, Drama, Thriller",5.8,A gang of friends decide to take justice into their own hands.,"[""Renzil D'Silva"", '| ', '    Stars:', 'Sanjay Dutt, ', 'Emraan Hashmi, ', 'Kangana Ranaut, ', 'Randeep Hooda']","3,951",India,s2748,Renzil D'Silva,Movie
Our Godfather,(2019),TV-MA,92 min,"Documentary, Crime, History",6.8,"OUR GODFATHER is a feature-length documentary about Tommaso Buscetta, the first high-ranking Italian mafia boss ever to turn against Cosa Nostra. Buscetta helped convict more than 400 ...                See full summary »","['Mark Franchetti, ', 'Andrew Meier', '| ', '    Stars:', 'Tommaso Buscetta, ', 'Paul Castellano, ', 'Thomas Bilotti, ', 'Rudy Giuliani']","1,587",United Kingdom,s7684,"Mark Franchetti, Andrew Meier",Movie
Òlòtūré,(2019),TV-MA,106 min,"Crime, Drama",5.5,A journalist goes undercover as a prostitute to expose human trafficking but she only finds a world of exploited women and ruthless violence.,"['Kenneth Gyang', '| ', '    Stars:', 'Ada Ameh, ', 'Beverly Osu, ', 'Blossom Chukwujekwu, ', 'Bukola Oladipupo']",810,Nigeria,s1897,Kenneth Gyang,Movie
Bill Burr: I'm Sorry You Feel That Way,(2014 TV Special),TV-MA,80 min,Comedy,8.2,Comedian Bill Burr's 2014 stand-up comedy special.,"['Jay Karas', '| ', '    Star:', 'Bill Burr']","8,296",United States,s5922,Jay Karas,Movie
River's Edge,(2018),TV-MA,118 min,"Crime, Drama",6.2,A group of high school students experience the brutal front of urban isolation after a corpse washes up from the river.,"['Isao Yukisada', '| ', '    Stars:', 'Fumi Nikaidô, ', 'Ryô Yoshizawa, ', 'Aoi Morikawa, ', 'Shûhei Uesugi']",975,Japan,s4049,Isao Yukisada,Movie
A Land Imagined,(2018),TV-MA,95 min,"Drama, Mystery",6.2,"A lonely construction worker from China goes missing at a Singapore land reclamation site, and a sleepless police investigator must put himself in the mind of the migrant to uncover the truth beneath all that sand.","['Siew Hua Yeo', '| ', '    Stars:', 'Peter Yu, ', 'Xiaoyi Liu, ', 'Yue Guo, ', 'Jack Tan']","1,325","France, Netherlands, Singapore",s509,Yeo Siew Hua,Movie
Keith Richards: Under the Influence,(2015),TV-PG,81 min,"Documentary, Music",7.1,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.","['Morgan Neville', '| ', '    Stars:', 'Keith Richards, ', 'Anthony DeCurtis, ', 'Steve Jordan, ', 'Tom Waits']","3,418",United States,s5897,Morgan Neville,Movie
Dealer,(2021– ),TV-MA,1 Season,"Short, Action, Crime",6.1,"A music video director tries to film Tony, a charismatic but unpredictable drug gang leader wanting to break into the rap music scene. His work reveals the hidden, true face of drug dealing, while he gets caught in a bloody gang war.","['Jean-Toussaint Bernard, ', 'Abdramane Diakite, ', 'Mohamed Boudouh, ', 'Sébastien Houbani']",685,France,s1224,"Ange Basterga, Nicolas Lopez",TV Show
The Devil Punisher,(2020– ),TV-14,68 min,"Fantasy, Mystery, Romance",5.8,"A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.","['Shuo-Han Wang, ', 'Anson Chen, ', 'Issac Yiu, ', 'Yu-Wei Shao']",169,Taiwan,s1795,"Chang Chin-jung, Chen Rong-hui",TV Show
Krishna and His Leela,(2020),TV-MA,125 min,"Comedy, Romance",5.6,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.","['Ravikanth Perepu', '| ', '    Stars:', 'Sidhu Jonnalagadda, ', 'Shraddha Srinath, ', 'Seerat Kapoor, ', 'Shalini Vadnikatti']","1,603",India,s2339,Ravikanth Perepu,Movie
League of Legends Origins,(2019),Not Rated,77 min,Documentary,6.5,"In League of Legends Origins, Academy Award nominated Director, Leslie Iwerks explores the history of the community that has made League of Legends one of the most-played PC game in history...                See full summary »","['Leslie Iwerks', '| ', '    Stars:', 'Nick Allen, ', ""Imane 'Pokimane' Anys, "", 'David Banks, ', 'Brandon Beck']","1,020",United States,s3419,Leslie Iwerks,Movie
Kill Me If You Dare,(2019),TV-14,104 min,"Comedy, Romance",4.4,"Can the excitement of the national lottery save a finished marriage? Or is it the end of that marriage? In this fun comedy, Demet and Okan will learn the answer to this question.","['Senol Sönmez', '| ', '    Stars:', 'Murat Boz, ', 'Seda Bakan, ', 'Açelya Topaloglu, ', 'Özgür Emre Yildirim']","1,804",Turkey,s3534,Şenol Sönmez,Movie
Carmel: Who Killed Maria Marta?,(2020),TV-14,229 min,"Documentary, Crime, Mystery",7.0,"Documentary series on the circumstances surrounding the death of María Marta García Belsunce, one of the most controversial criminal cases in Argentina.","['Diego Molina Pico, ', 'Carlos Carrascosa, ', 'Horacio García Belsunce, ', 'John Hurtig']","2,515",Argentina,s1734,Alejandro Hartmann,TV Show
Boi,(2019),TV-MA,110 min,"Mystery, Thriller",5.0,"Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany ...                See full summary »","['Jorge M. Fontana', '| ', '    Stars:', 'Bernat Quintana, ', 'Lisa, ', 'Fina Rius, ', 'Adrian Pang']",692,Spain,s3638,Jorge M. Fontana,Movie
Hot Gimmick: Girl Meets Boy,(2019),TV-MA,119 min,Drama,4.4,Hatsumi and her family live normal lives until she is used by Ryoki who begins to bully and intimidate her. Azusa is a friend in the area and also good looking. He has the hots for Hatsumi ...                See full summary »,"['Yûki Yamato', '| ', '    Stars:', 'Miona Hori, ', 'Mizuki Itagaki, ', 'Kaisei Kamimura, ', 'Shôtarô Mamiya']",473,Japan,s3090,Yuki Yamato,Movie
Pickpockets,(2018),TV-MA,108 min,"Crime, Drama",5.4,Aspiring teen thieves learn what it takes to be successful pickpockets on the streets of Bogota from a master in the art of trickery and deception.,"['Peter Webber', '| ', '    Stars:', 'Emiliano Pernía, ', 'Carlos Bardem, ', 'Dubán Andrés Prado, ', 'Natalia Reyes']","1,211",Colombia,s4932,Peter Webber,Movie
Daughters of Destiny,(2017– ),TV-14,60 min,Documentary,8.6,Oscar-winning filmmaker Vanessa Roth follows a group of rural India's most disadvantaged children over the course of seven years.,"['Shilpa Anthony Raj, ', 'Mariam George, ', 'Abraham George, ', 'Ajit George']",935,United States,s5368,Vanessa Roth,TV Show
Crazy Awesome Teachers,(2020),TV-14,101 min,"Comedy, Drama",6.1,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching.","['Sammaria Simanjuntak', '| ', '    Stars:', 'Gading Marten, ', 'Boris Bokir, ', 'Kevin Ardillova, ', 'Ibnu Jamil']",460,Indonesia,s2118,Sammaria Sari Simanjuntak,Movie
