title,year,certificate,duration,genre,rating,description,stars,votes,country,show_id,type
Spirit Riding Free: Riding Academy,(2020– ),TV-Y7,2 Seasons,"Animation, Action, Adventure",7.2,In a small Western town a young girl from the city forms a tight bond with wild horse Spirit while having adventures with her friends.,"['Amber Frank, ', 'Bailey Gambertoglio, ', 'Sydney Park, ', 'Darcy Rose Byrnes']",110,United States,s2048,TV Show
Julie's Greenroom,(2017),TV-Y,27 min,"Comedy, Family, Musical",8.2,Ms. Julie (Dame Julie Andrews) teaches performing arts workshops to a group of puppet children and a duck with the help of her assistant Gus (Giullian Yao Gioiello) and celebrity guests at her Wellspring Center for the Performing Arts.,"['Julie Andrews, ', 'Giullian Yao Gioiello, ', ""Stephanie D'Abruzzo, "", 'John Tartaglia']",331,United States,s5567,TV Show
Forest of Piano,(2018– ),TV-PG,25 min,"Animation, Adventure, Drama",7.2,"Two different people - the son of a prostitute, and the son of a professional musician - develop a bond of friendship through their love of playing the piano.","['Johnny Yong Bosch, ', 'Erika Harlacher, ', 'Kyle McCarley, ', 'Griffin Burns']",937,Japan,s3717,TV Show
The Idhun Chronicles,(2020–2021),TV-14,25 min,"Animation, Action, Adventure",5.4,"The day the three Suns and three Moons came together in alignment over Idhun, Ashran, the necromancer, seized power and the reign of the winged snakes started.","['Itzan Escamilla, ', 'Michelle Jenner, ', 'Sergio Mur, ', 'Nico Romero']",585,Spain,s1433,TV Show
The Journey Is the Destination,(2016),R,123 min,Drama,6.3,"Photographer Dan Eldon, was only 22 when he was killed by an angry mob in Somalia. He left behind 17 scrapbooks that held his art, chronicling his life from age 14. His work, seen in Time and Newsweek, showed only part of his talent.","['Bronwen Hughes', '| ', '    Stars:', 'Ben Schnetzer, ', 'Kelly Macdonald, ', 'Sam Hazeldine, ', 'Ella Purnell']",646,United States,s5182,Movie
Phobia 2,(2009),TV-MA,125 min,"Comedy, Fantasy, Horror",6.6,Phobia 2 is composed of five short movie segments directed by five of the best directors of Thai horror films. A teenager who committed a crime goes to a sacred place for meditation and ...                See full summary »,"['Banjong Pisanthanakun, ', 'Visute Poolvoralaks, ', 'Paween Purijitpanya, ', 'Songyos Sugmakanan, ', 'Parkpoom Wongpoom', '| ', '    Stars:', 'Jirayu La-ongmanee, ', 'Ray MacDonald, ', 'Chumphorn Thepphithak, ', 'Apasiri Nitibhon']","2,627",Thailand,s7738,Movie
Bert Kreischer: The Machine,(2016 TV Special),TV-MA,70 min,Comedy,7.6,"Stand-up comedy special featuring inimitable storyteller Bert Kreisher, who expounds on a series of incredible and hilarious tales - from an unforgettable run-in with a grizzly bear to his legendary travels in Russia.","['Ryan Polito', '| ', '    Star:', 'Bert Kreischer']","1,606",United States,s4084,Movie
The Comedy Lineup,(2018– ),TV-MA,15 min,Comedy,6.0,Substantial laughs. Bite-sized specials. Spend an evening with the next generation of stand-up comedy stars.,"['Janelle James, ', 'Aisling Bea, ', 'Sam Jay, ', 'Jak Knight']",487,United States,s4675,TV Show
Under Arrest,(1993– ),TV-MA,8 Seasons,Crime,7.4,A Reality RCMP (Royals Canadian Mounted Police) Canadian Series (in vehicles not horses) in pursuit of criminal activity.,[],308,United States,s5055,TV Show
Shepherds and Butchers,(2016),R,102 min,"Crime, Drama, Mystery",6.8,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,"['Oliver Schmitz', '| ', '    Stars:', 'Steve Coogan, ', 'Andrea Riseborough, ', 'Garion Dowds, ', 'Eduan van Jaarsveldt']","3,388","South Africa, United States, Germany",s5517,Movie
H2O: Mermaid Adventures,(2015),TV-Y7,25 min,"Animation, Adventure, Comedy",5.5,When three normal teenage girls stumble upon an ancient cave they undergo a transformation that will change their lives forever.,"['Sonja Ball, ', 'Holly Gauthier-Frankel, ', 'Thor Bishopric, ', 'Angela Galuppo']",205,"Germany, Australia, France, China",s5903,TV Show
The Last Word,(2020),TV-MA,40 min,"Comedy, Drama",7.0,"While still working through her husband's recent death, a widow offers her services as an eulogy speaker. With her fresh personality, she is soon known as a fun alternative to the other typically somber German eulogy speakers.","['Anke Engelke, ', 'Thorsten Merten, ', 'Johannes Zeiler, ', 'Nina Gummich']",979,Germany,s1989,TV Show
Suzzana: Buried Alive,(2018),TV-MA,125 min,"Drama, Horror, Thriller",5.5,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.","['Rocky Soraya, ', 'Anggy Umbara', '| ', '    Stars:', 'Luna Maya, ', 'Herjunot Ali, ', 'T. Rifnu Wikana, ', 'Verdi Solaiman']",948,Indonesia,s3949,Movie
Monty Python: The Meaning of Live,(2014 TV Movie),Not Rated,90 min,Documentary,7.6,"Uniquely intimate documentary following the stars of Monty Python as they reunite for a final time to stage a marathon ten shows of Monty Python Live (mostly) - One Down Five to Go at The O2, London in July 2014.","['Roger Graef, ', 'James Rogan', '| ', '    Stars:', 'Eric Idle, ', 'Terry Gilliam, ', 'John Cleese, ', 'Michael Palin']",618,United Kingdom,s4549,Movie
"Tayo, the Little Bus",(2010–2019),TV-Y,11 min,"Animation, Comedy, Family",5.3,"In a big city where various vehicles are happily living together, our little bus Tayo has just started learning his route in the city. There is lots more to learn for Tayo. Tayo and his ...                See full summary »","['Patricia Kalis, ', 'Jul Kohler, ', 'Aramis Merlin, ', 'Tea Wagner']",157,South Korea,s105,TV Show
Mama's Boy,(2018),TV-14,102 min,Comedy,6.1,A mobster has a heart transplant from a young man's mother.,"['Amr Salah', '| ', '    Stars:', 'Hesham Maged, ', 'Shikoo, ', 'Dalal Abdulaziz, ', 'Noor Kadri']","1,105",Egypt,s2248,Movie
Citation,(2020),TV-MA,151 min,"Drama, Thriller",6.1,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,"['Kunle Afolayan', '| ', '    Stars:', 'Jimmy Jean-Louis, ', 'Ini Edo, ', 'Temi Otedola, ', 'Joke Silva']",981,Nigeria,s1726,Movie
X: Past Is Present,(2015),TV-MA,105 min,"Drama, Mystery, Romance",5.2,A filmmaker with a mid-life crisis meets a mysterious young girl who reminds of every woman in his past.,"['Hemant Gaba, ', 'Pratim D. Gupta, ', 'Sudhish Kamath, ', 'Nalan Kumarasamy, ', 'Anu Menon, ', 'Sandeep Mohan, ', 'Qaushiq Mukherjee, ', 'Rajshree Ojha, ', 'Raja Sen, ', 'Abhinav Shiv Tiwari, ', 'Suparn Varma', '| ', '    Stars:', 'Rajat Kapoor, ', 'Radhika Apte, ', 'Bidita Bag, ', 'Piaa Bajpai']",715,India,s5838,Movie
Followers,(2020),TV-MA,40 min,"Drama, Romance",6.4,A story about the lifestyles of women whose lives intersect in this world dominated by social media.,"['Miki Nakatani, ', 'Elaiza Ikeda, ', 'Mari Natsuki, ', 'Yuka Itaya']",576,Japan,s2876,TV Show
All About the Washingtons,(2018),TV-PG,25 min,"Comedy, Music",4.6,"The wife of a legendary rapper launches her own career, which puts his life into a tailspin.","['Joseph Simmons, ', 'Justine Simmons, ', 'Kiana Ledé, ', 'Nathan Anderson']",731,United States,s4705,TV Show
Cupcake & Dino: General Services,(2018– ),TV-Y7,23 min,"Animation, Action, Comedy",7.6,A cupcake and his dinosaur brother fight crime in order to make it to the General Services name.,"['Mark Forward, ', 'Joris Jarsky, ', 'Mark Little, ', 'Julie Lemieux']",749,"Canada, Brazil",s3862,TV Show
The Larva Island Movie,(2020),TV-Y7,89 min,"Animation, Adventure, Comedy",5.1,"In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow","['Byoung-Wook Ahn', '| ', '    Stars:', 'Hong Bum-ki, ', 'Kang Shi Hyun, ', 'Eddy Lee']",668,South Korea,s2216,Movie
Rajma Chawal,(2018),TV-MA,117 min,"Comedy, Drama, Family",5.7,An internet-rookie father attempts to use social media to enhance his faltering relationship with his millennial son.,"['Leena Yadav', '| ', '    Stars:', 'Amyra Dastur, ', 'Rishi Kapoor, ', 'Sheeba Chaddha, ', 'Mukesh Chhabra']","1,884",India,s4359,Movie
Deuces,(2016),TV-MA,87 min,"Action, Crime, Drama",5.8,An undercover agent infiltrates a crime ring run by a charismatic boss.,"['Jamal Hill', '| ', '    Stars:', 'Larenz Tate, ', 'Meagan Good, ', 'Rotimi, ', 'Rick Gonzalez']","1,020",United States,s5545,Movie
John Leguizamo's Latin History for Morons,(2018),TV-MA,91 min,Comedy,7.4,"Comic and actor John Leguizamo examines the repression of Hispanic culture throughout American history in his one-man show ""Latin History for Morons.""","['Aram Rappaport', '| ', '    Star:', 'John Leguizamo']",856,United States,s4413,Movie
Mostly Sunny,(2016),TV-MA,83 min,Documentary,5.4,"Mostly Sunny is a documentary that tells the remarkable story of Sunny Leone, the Canadian-born, American-bred adult film star who is pursuing her dreams of Bollywood stardom.","['Dilip Mehta', '| ', '    Stars:', 'Sunny Leone, ', 'Daniel Weber, ', 'Sundeep Vohra, ', 'Kiran Bedi']",759,Canada,s5507,Movie
Bhangra Paa Le,(2020),TV-14,131 min,"Comedy, Drama, Music",6.2,"Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.","['Sneha Taurani', '| ', '    Stars:', 'Sunny Kaushal, ', 'Rukshar Dhillon, ', 'Shriya Pilgaonkar, ', 'Parmeet Sethi']",372,India,s2857,Movie
Welcome to the Family,(2018–2019),TV-MA,1 Season,Comedy,6.7,"When an evicted single mom's estranged father dies, she and his second wife cover up his death after learning they've been written out of his will.","['Melani Olivares, ', 'Ivan Massagué, ', 'Yolanda Ramos, ', 'Nao Albet']",468,Spain,s4755,TV Show
Thriller,(2018),TV-MA,87 min,"Crime, Drama, Horror",3.6,A childhood prank comes back to haunt a clique of South Central Los Angeles teens when their victim returns home during their high-school Homecoming weekend.,"['Dallas Jackson', '| ', '    Stars:', 'Jessica Allain, ', 'Luke Tennie, ', 'Mitchell Edwards, ', 'Paige Hurd']","1,223",United States,s3920,Movie
Milestone,(2020),TV-14,98 min,Drama,6.6,"Recently marking 500,000 kilometers on the road, a newly bereaved trucker faces the threat of losing the job that has come to define him to a new intern.","['Ivan Ayr', '| ', '    Stars:', 'Mohinder Gujral, ', 'Pavitra Mattoo, ', 'Lakshvir Saran, ', 'Suvinder Vicky']",654,India,s910,Movie
K,(2012– ),TV-14,24 min,"Animation, Action, Drama",7.0,"A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two kings and their forces.","['Sam Riegel, ', 'Stephanie Sheh, ', 'Johnny Yong Bosch, ', 'Todd Haberkorn']","2,388",Japan,s7156,TV Show
Shaun the Sheep: Adventures from Mossy Bottom,(2020– ),TV-Y7,14 min,"Animation, Comedy, Family",8.0,"Shaun is the center of adventure and excitement at Mossy Bottom Farm for a sixth series on Netflix. The series introduces four new characters to Mossingham: Stash, Rita and new rival Farmer Ben, and his Afghan hound, Lexi.","['Andy Nyman, ', 'Justin Fletcher, ', 'Simon Greenall, ', 'John Sparkes']",592,"United Kingdom, United States, Ireland",s2808,TV Show
Ungli,(2014),Not Rated,114 min,"Crime, Drama, Thriller",5.8,A gang of friends decide to take justice into their own hands.,"[""Renzil D'Silva"", '| ', '    Stars:', 'Sanjay Dutt, ', 'Emraan Hashmi, ', 'Kangana Ranaut, ', 'Randeep Hooda']","3,951",India,s2748,Movie
How to Fix a Drug Scandal,(2020),TV-MA,211 min,"Documentary, Crime",7.0,"Two Massachusetts drug-testing laboratory technicians are caught tampering with and falsifying drug evidence, and prosecutors are reluctant to disclose the full extent of their criminal behavior.","[""Shannon O'Neill, "", 'Karl Kenzler, ', 'Paul Solotaroff, ', 'Luke Ryan']","3,371",United States,s2728,TV Show
Our Godfather,(2019),TV-MA,92 min,"Documentary, Crime, History",6.8,"OUR GODFATHER is a feature-length documentary about Tommaso Buscetta, the first high-ranking Italian mafia boss ever to turn against Cosa Nostra. Buscetta helped convict more than 400 ...                See full summary »","['Mark Franchetti, ', 'Andrew Meier', '| ', '    Stars:', 'Tommaso Buscetta, ', 'Paul Castellano, ', 'Thomas Bilotti, ', 'Rudy Giuliani']","1,587",United Kingdom,s7684,Movie
Òlòtūré,(2019),TV-MA,106 min,"Crime, Drama",5.5,A journalist goes undercover as a prostitute to expose human trafficking but she only finds a world of exploited women and ruthless violence.,"['Kenneth Gyang', '| ', '    Stars:', 'Ada Ameh, ', 'Beverly Osu, ', 'Blossom Chukwujekwu, ', 'Bukola Oladipupo']",810,Nigeria,s1897,Movie
Bill Burr: I'm Sorry You Feel That Way,(2014 TV Special),TV-MA,80 min,Comedy,8.2,Comedian Bill Burr's 2014 stand-up comedy special.,"['Jay Karas', '| ', '    Star:', 'Bill Burr']","8,296",United States,s5922,Movie
River's Edge,(2018),TV-MA,118 min,"Crime, Drama",6.2,A group of high school students experience the brutal front of urban isolation after a corpse washes up from the river.,"['Isao Yukisada', '| ', '    Stars:', 'Fumi Nikaidô, ', 'Ryô Yoshizawa, ', 'Aoi Morikawa, ', 'Shûhei Uesugi']",975,Japan,s4049,Movie
A Land Imagined,(2018),TV-MA,95 min,"Drama, Mystery",6.2,"A lonely construction worker from China goes missing at a Singapore land reclamation site, and a sleepless police investigator must put himself in the mind of the migrant to uncover the truth beneath all that sand.","['Siew Hua Yeo', '| ', '    Stars:', 'Peter Yu, ', 'Xiaoyi Liu, ', 'Yue Guo, ', 'Jack Tan']","1,325","France, Netherlands, Singapore",s509,Movie
Keith Richards: Under the Influence,(2015),TV-PG,81 min,"Documentary, Music",7.1,"A portrait of Keith Richards that takes us on a journey to discover the genesis of his sound as a songwriter, guitarist and performer.","['Morgan Neville', '| ', '    Stars:', 'Keith Richards, ', 'Anthony DeCurtis, ', 'Steve Jordan, ', 'Tom Waits']","3,418",United States,s5897,Movie
Dealer,(2021– ),TV-MA,1 Season,"Short, Action, Crime",6.1,"A music video director tries to film Tony, a charismatic but unpredictable drug gang leader wanting to break into the rap music scene. His work reveals the hidden, true face of drug dealing, while he gets caught in a bloody gang war.","['Jean-Toussaint Bernard, ', 'Abdramane Diakite, ', 'Mohamed Boudouh, ', 'Sébastien Houbani']",685,France,s1224,TV Show
The Devil Punisher,(2020– ),TV-14,68 min,"Fantasy, Mystery, Romance",5.8,"A baker by day and demon fighter by night, Zhong Kui, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance.","['Shuo-Han Wang, ', 'Anson Chen, ', 'Issac Yiu, ', 'Yu-Wei Shao']",169,Taiwan,s1795,TV Show
Krishna and His Leela,(2020),TV-MA,125 min,"Comedy, Romance",5.6,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.","['Ravikanth Perepu', '| ', '    Stars:', 'Sidhu Jonnalagadda, ', 'Shraddha Srinath, ', 'Seerat Kapoor, ', 'Shalini Vadnikatti']","1,603",India,s2339,Movie
League of Legends Origins,(2019),Not Rated,77 min,Documentary,6.5,"In League of Legends Origins, Academy Award nominated Director, Leslie Iwerks explores the history of the community that has made League of Legends one of the most-played PC game in history...                See full summary »","['Leslie Iwerks', '| ', '    Stars:', 'Nick Allen, ', ""Imane 'Pokimane' Anys, "", 'David Banks, ', 'Brandon Beck']","1,020",United States,s3419,Movie
Kill Me If You Dare,(2019),TV-14,104 min,"Comedy, Romance",4.4,"Can the excitement of the national lottery save a finished marriage? Or is it the end of that marriage? In this fun comedy, Demet and Okan will learn the answer to this question.","['Senol Sönmez', '| ', '    Stars:', 'Murat Boz, ', 'Seda Bakan, ', 'Açelya Topaloglu, ', 'Özgür Emre Yildirim']","1,804",Turkey,s3534,Movie
Carmel: Who Killed Maria Marta?,(2020),TV-14,229 min,"Documentary, Crime, Mystery",7.0,"Documentary series on the circumstances surrounding the death of María Marta García Belsunce, one of the most controversial criminal cases in Argentina.","['Diego Molina Pico, ', 'Carlos Carrascosa, ', 'Horacio García Belsunce, ', 'John Hurtig']","2,515",Argentina,s1734,TV Show
